,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,category,WiFi,DogsAllowed,BYOBCorkage,ByAppointmentOnly,OutdoorSeating,HasTV,RestaurantsTakeOut,DriveThru,Corkage,Caters,RestaurantsDelivery,CoatCheck,BikeParking,RestaurantsAttire,Smoking,NoiseLevel,HappyHour,BusinessAcceptsCreditCards,GoodForDancing,BusinessAcceptsBitcoin,RestaurantsTableService,RestaurantsGoodForGroups,RestaurantsPriceRange2,BYOB,WheelchairAccessible,GoodForKids,RestaurantsReservations,Alcohol
61134,5YKOs_VGFHgUv7DSMLaQeA,Finestra Cafe,15 E Figueroa St,Santa Barbara,CA,93101,34.4229976,-119.7027212,3.0,5,"Coffee & Tea, Restaurants, Food",'free',,,,True,,,,,,,,,,,,,True,,,,,,,,,,
61136,3tvi-OJ_-iK1ecjzSaH-oA,Hook And Press Donuts,15 East Figueroa St,Santa Barbara,CA,93101,34.4233020318,-119.7028496606,4.5,217,"Breakfast & Brunch, Coffee & Tea, Bakeries, Desserts, Donuts, Food, Restaurants",u'free',True,,,True,True,True,False,False,True,True,,True,,,,,True,,False,False,,1,False,True,True,,u'none'
61137,nhOMsw22-rz9kXSKwBZYAQ,Miracle At The Funk Zone,"131 Anacapa St, Ste B",Santa Barbara,CA,93101,34.4144445,-119.6906718,4.0,8,"Restaurants, Pop-Up Restaurants, Bars, Cocktail Bars, Local Flavor, Nightlife",,,,,,,,,,,,,,,,,,,,,,,,,,,,
61164,q2Ao2HQyhvcT9UG-5-ZGYg,Captain Jack's Tours & Events,,Santa Barbara,CA,93101,34.420334,-119.7107494,4.5,310,"Active Life, Wineries, Tours, Horseback Riding, Arts & Entertainment, Food, Hotels & Travel, Event Planning & Services, Wine Tours, Rafting/Kayaking",u'free',,,True,,,,,,,,,True,,,,,True,,,,,2,,,False,,
61205,gUvG-W-02lg5M1RY6n8bkA,Lilsy Wood Fired Pizza,2840-B De La Vina St,Santa Barbara,CA,93105,34.437253,-119.726363,4.0,46,"Restaurants, Pizza",,,,,,True,None,,,,True,,,,,,,True,,,,,,,,True,True,
61306,fApb6LKfOdy5u7MP0hsHKg,Kyoto,3232 State St,Santa Barbara,CA,93105,34.4406669,-119.7338492,3.5,260,"Japanese, Restaurants, Sushi Bars, Vegetarian",u'free',,'yes_free',,None,True,True,,,True,True,,False,'casual',,u'average',True,True,,,True,True,2,,,True,True,u'beer_and_wine'
61370,tzR6CHZNmnXzADX-SoM2sQ,Grapeline Wine Tours,,Santa Barbara,CA,93105,34.4208305,-119.6981901,5.0,112,"Tours, Hotels & Travel, Wineries, Wine Tours, Arts & Entertainment, Food",u'no',,,True,,,,,,,,,,,,,,True,,,,,2,,,False,,
61442,0mUVD5sDXZjd66XwATN8XA,Phresh Teas,"5599 Hollister Ave, Unit B & C",Goleta,CA,93117,34.4356398736,-119.8203958974,4.0,103,"Bubble Tea, Restaurants, Taiwanese, Coffee & Tea, Food",u'free',True,,False,True,,True,,,True,True,,True,,,u'average',,True,,,True,,1,,True,True,,
61513,OFfJsY9KeOyelk46m_jzzw,Blue Tavern,119 State St,Santa Barbara,CA,93101,34.4133151,-119.6914508,4.0,137,"American (New), Restaurants, Peruvian",u'free',,,,True,False,True,,,True,False,,True,u'casual',,'average',True,True,,,,True,2,,,False,True,u'full_bar'
61539,9dYarThtZVX4PvmtnFIrxA,Mother Stearns Candy,"219 Stearns Wharf, #B",Santa Barbara,CA,93101,34.4098797,-119.6855073,3.0,41,"Specialty Food, Candy Stores, Food",,,,,,,False,,,False,False,,True,,,,,True,,,,,2,,True,,,
61578,wKOD2ZWMpiJcdSswRXVuRA,L&L Hawaiian Barbeque,"7127 Hollister Ave, Ste 21",Goleta,CA,93117,34.4284060432,-119.876541,3.5,144,"Restaurants, Barbeque, Hawaiian",u'free',,,,True,True,True,,False,True,True,,True,'casual',,u'average',False,True,,,False,True,2,False,True,True,False,u'none'
61594,PtaFDKkhxSjcXz6dVM0uLw,Deux Bakery,824 Reddick St,Santa Barbara,CA,93103,34.4253387,-119.6849868,4.5,48,"Bakeries, Food, Desserts",,,,,,,None,,,,True,,True,,,,,True,,,,,2,,,,,
61678,oFvqMNOm6NdEoMW7G-ReFw,CVS Pharmacy,189 S Tpke Rd,Goleta,CA,93111,34.4377,-119.7915,2.0,49,"Pharmacy, Convenience Stores, Shopping, Drugstores, Food, Health & Medical",,,,,,,False,True,,,True,,True,,,,,True,,,,,2,,True,,,
61686,yghgUguk26YykduF52CDdg,Chamomile Cafe & Bakery,915 Linden Ave,Carpinteria,CA,93013,34.398644,-119.519186,3.0,12,"Food, Bakeries, Restaurants, Vegan, American (New)",,,,,True,,True,,,,False,,,'casual',,,,True,,,,True,2,,,True,True,u'beer_and_wine'
61729,PpTYYBK2b0Y6Dn6MBlsh8A,Crazy Good Bread Co.,"4191 Carpinteria Ave, Ste 12",Carpinteria,CA,93013,34.4037937,-119.5337313,4.0,9,"Food, Bakeries",,,,,,,,,,,,,True,,,,,True,,False,,,2,,,,,
61794,PgtqA056auCp5EbcZMbXPQ,Trattoria Mollie,1250 Coast Village Rd,Santa Barbara,CA,93108,34.4213978,-119.6423909,3.5,204,"Food, Restaurants, Desserts, Wine Bars, Bars, Italian, Nightlife",u'free',,,,True,False,True,,,True,True,,True,u'casual',,u'average',,True,,,,True,3,,,False,True,u'beer_and_wine'
61801,_urnEsYdKg1wt057-8yA9Q,Globe,18 E Cota St,Santa Barbara,CA,93101,34.4182166,-119.6961201,4.0,54,"Bars, Pubs, Lounges, Tapas/Small Plates, Nightlife, Comfort Food, Restaurants",u'free',,,,False,False,True,,,True,False,False,True,'casual',u'outdoor',u'very_loud',False,True,False,False,True,True,2,,True,False,False,'full_bar'
61811,aZF_j037W3AhvKKbXGdIQw,Violette Bakeshop,,Santa Barbara,CA,93101,34.420334,-119.7107494,5.0,15,"Food, Bakeries",,,,,,,,,,True,True,,,,,,,True,,,,,,,,,,
61835,cyaDjqjhtRbpd5Og5dFoZg,Boondocks,4444 Hollister Ave,Santa Barbara,CA,93110,34.4401347,-119.7718503,2.5,5,"Nightlife, Restaurants, Bars, Dive Bars, Cocktail Bars, Burgers, Mexican",,,,,True,True,True,,,,False,False,,'casual',u'no',,,True,,,False,True,1,,,False,False,u'full_bar'
61953,Gj6qT1khVT0h0gHGuKeHxQ,Rice Garden,"1180 University Ctr, Bldg 252",Santa Barbara,CA,93106,34.4149732362,-119.8405194283,3.5,5,"Fast Food, Caterers, Chinese, Szechuan, Event Planning & Services, Restaurants",u'paid',,,,True,False,True,,,,False,,,u'casual',,u'average',,True,,,,True,1,,,True,False,u'none'
61965,tiSIiacOzflrMMwJEXVFIA,Dunkin',3771 State St,Santa Barbara,CA,93105,34.4402855669,-119.7457746372,3.0,93,"Bakeries, Coffee & Tea, Donuts, Food",'free',,,,True,,True,None,,True,None,,True,,,u'average',,True,,,,,1,,True,,,
61970,2GiqDUNiTt5__ixRbzbqFw,Santa Barbara Harbor & Seafood Festival,141-153 Harbor Way,Santa Barbara,CA,93109,34.4035193575,-119.6938347816,4.5,22,"Food, Local Flavor, Seafood, Arts & Entertainment, Shopping, Festivals, Restaurants, Arts & Crafts",'no',,,,None,True,None,,,False,None,,True,'casual',,u'loud',,False,,,False,True,1,,,True,False,
61975,kAGknILVe6xCv9a2uc5JHw,Subway,1009 Casitas Pass Rd,Carpinteria,CA,93013,34.3961373756,-119.5142703997,2.0,25,"Restaurants, Fast Food, Sandwiches, Breakfast & Brunch",'no',,,,True,False,True,,,True,True,,True,'casual',,'average',,True,,False,False,True,1,,True,True,False,'none'
61995,6m4A_ciUZn1G302yx1YV1w,Santa Barbara Public Market,38 W Victoria St,Santa Barbara,CA,93101,34.4236050501,-119.7069126141,4.0,270,"Specialty Food, Grocery, Farmers Market, Shopping, Restaurants, Public Markets, Local Flavor, Food",,False,,False,False,False,None,,,False,None,,True,'casual',,u'average',,True,,,,True,2,,True,True,False,u'beer_and_wine'
62055,2CqQ3Tnvj7h0rw84WEEjMw,Killer B's BBQ Bar and Grill,718 State St,Santa Barbara,CA,93101,34.4192106,-119.6984337,4.0,191,"Sports Bars, Restaurants, Nightlife, Bars, Food, Barbeque, American (Traditional)",u'free',,,,True,True,True,,,True,False,,True,u'casual',,u'average',,True,False,,,True,2,,,True,True,u'full_bar'
62060,eanjvgtX8b-m_zgkO0YBDg,Tamara's Catering,22 W Mission St,Santa Barbara,CA,93101,34.4304998,-119.7156407,4.5,19,"Caterers, Food, Event Planning & Services",,,,,,,,,,,,,,,,,,,,,,,2,,,,,
62132,iFlEWAwE1MwcXREzgLNIsQ,Pick Up Stix,5701 Calle Real,Goleta,CA,93117,34.4407742,-119.8235513,3.5,8,"Chinese, Restaurants, Fast Food",,,,,True,,True,,,,False,,,u'casual',,,,True,,,,True,1,,,True,False,
62192,kcL3D2xK9_1Uyj8zRZMyvQ,CVS Pharmacy,2973 State St,Santa Barbara,CA,93105,34.4395650805,-119.7278689727,2.0,66,"Convenience Stores, Drugstores, Health & Medical, Shopping, Pharmacy, Food",,,,,,,False,True,,,True,,True,,,,,True,,,,,2,,True,,,
62222,c12V0ARL6jmrmge1ZPf9WA,Ralphs Fresh Fare,100 W Carrillo St,Santa Barbara,CA,93101,34.4199481,-119.7041816,2.0,112,"Drugstores, Shopping, Grocery, Food",,,,,,,True,,,False,,,True,,,,,True,,,,,2,,,,,
62229,uXQPXEamcmGQcGyHJoQ8rA,Carpinteria Surf 'N' Suds Beer Festival,Carpinteria State Beach,Carpinteria,CA,93013,34.4003767215,-119.5203872275,5.0,10,"Arts & Entertainment, Breweries, Food, Festivals",,,,,,,False,,,False,True,,True,,,,,True,,False,,,1,,,False,,
62320,dkknmgSHWyVaahT8u4ikZw,Catering Connection,"512 Laguna St, Ste A",Santa Barbara,CA,93101,34.4217208,-119.6911655,5.0,48,"Caterers, Event Planning & Services, Food, Specialty Food, Party & Event Planning, Wedding Planning",u'no',,,,,,,,,,,,,,,,,True,,False,,,,,,,,
62324,KSYONgGtrK0nKXfroB-bwg,Loquita,202 State St,Santa Barbara,CA,93101,34.4142041115,-119.6916435799,4.5,914,"Event Planning & Services, Nightlife, Tapas Bars, Spanish, Modern European, Bars, Cocktail Bars, Seafood, Venues & Event Spaces, Restaurants",u'no',True,,,True,False,None,,,True,None,False,True,u'casual',u'no',u'average',False,True,False,False,True,True,3,,True,False,True,u'full_bar'
62331,Qfb1ZgV43eHTZeR4x5fAUA,Verdé,532 State St,Santa Barbara,CA,93101,34.4174763,-119.6960563,3.0,8,"Spanish, Tapas/Small Plates, Tex-Mex, Restaurants, American (New), American (Traditional), Mexican",u'free',,,,True,True,True,,,True,False,,,u'casual',,u'average',True,True,,,,True,,,,True,True,u'full_bar'
62368,GuzbBFraIq-fbkjfvaTRvg,Mesa Verde,1919 Cliff Dr,Santa Barbara,CA,93109,34.4013485,-119.7230803,4.5,1796,"Garage Door Services, Restaurants, Live/Raw Food, Food, Home Services, Mediterranean, Keys & Locksmiths, Burgers, Vegetarian, Juice Bars & Smoothies, Vegan, Salad",u'free',True,,,True,False,True,,,False,False,,True,u'casual',,u'average',False,True,,False,True,True,2,,True,True,True,u'beer_and_wine'
62378,A-_GjL5P2ry5OD6WgjhDPA,Captain Fatty's Brewery,"6489 Calle Real, Ste D",Goleta,CA,93117,34.439349,-119.851617,4.5,110,"Food, Breweries",,True,,,,,True,,,False,True,,True,,,,,True,,,,,1,,True,True,,
62393,ODvaMIpjD6bHiwQ9-kmECw,Vices & Spices From Around the World,3558 State St,Santa Barbara,CA,93105,34.4404899,-119.7398757,4.5,81,"Restaurants, Coffee & Tea, Food",u'no',,,,True,,True,,,False,,,True,,,,,True,,False,,,1,,,,,
62444,cmm6BmxVPcwcAOC9gQxT0g,Giessinger Winery By the Sea,210 State St,Santa Barbara,CA,93101,34.4141772,-119.6918671,3.0,93,"Arts & Entertainment, Wineries, Food",,,,False,,,False,,,,,,True,,,,,True,,,,,2,,,False,,
62552,xkS_mRHVHuX0ko6kVIyBdA,Masala Spice Indian Cuisine,5796 Calle Real,Goleta,CA,93117,34.4416666,-119.8257605,4.0,245,"Vegan, Vegetarian, Restaurants, Indian",u'free',True,,,True,False,True,,True,True,True,,True,u'casual',,u'quiet',False,True,,True,True,True,2,True,True,,True,u'beer_and_wine'
62574,B3dzK9OqrT_sN0FNQs_OgQ,Spiritland Bistro,230 E Victoria St,Santa Barbara,CA,93101,34.427135,-119.702428,4.0,51,"Restaurants, Vegetarian, French, Vegan, Seafood, Asian Fusion, Gluten-Free, American (New)",u'no',,,,True,False,True,,,False,False,,,'casual',,u'quiet',,True,,,True,False,2,,,False,True,'beer_and_wine'
62595,9_uigKs9GCwg9dFKkq_Kfg,Starbucks,800 State St,Santa Barbara,CA,93101,34.419898,-119.699523,2.5,74,"Food, Coffee & Tea",u'free',,,,True,,True,,,False,,,True,,,,,True,,,,,1,,,,,
62637,vyNMRa4U9gnrCzqR707GZA,Back Door Deli,315 Camino Del Remedio,Santa Barbara,CA,93110,34.4441584,-119.7806479,4.0,6,"Delis, Sandwiches, Restaurants, Breakfast & Brunch",'no',,,,None,True,True,,,,False,,,'casual',,,,True,,,,True,1,,,True,False,
62643,uM3OgfBBEnjl2YVU3isA_g,Kims Market,4060 Via Real,Carpinteria,CA,93013,34.406253,-119.536931,3.5,19,"Food, Beer, Wine & Spirits",,,,,,,True,,,False,,,True,,,,,True,,,,,1,,True,,,
62648,GaAZLzmviiJO93kT2-EnaA,Walgreens,5900 Calle Real,Goleta,CA,93117,34.4416984,-119.8281224,1.5,72,"Drugstores, Food, Convenience Stores, Cosmetics & Beauty Supply, Shopping, Beauty & Spas",u'no',False,,False,,,True,True,,False,False,,True,,,,,True,,,,,2,,,,,
62651,q-1ICFSqs2MwDGfe5tX-SQ,Yellow Belly,2611 De La Vina St,Santa Barbara,CA,93105,34.4348537,-119.7247287,4.0,337,"American (New), Pizza, Pubs, Nightlife, Bars, Restaurants, American (Traditional), Breakfast & Brunch, Beer Bar",u'free',True,,,False,True,True,,True,False,True,False,True,'casual',u'no','average',True,True,False,False,True,True,2,False,True,True,False,'beer_and_wine'
62656,ArIXofDAcFztX8Ry0_81sw,Carl's Jr.,"6307 Carpinteria Ave, Ste A",Carpinteria,CA,93013,34.3850483,-119.4907395,2.5,10,"Restaurants, Fast Food",'no',,,,True,False,True,,,True,False,,True,'casual',,'quiet',,True,,,,True,1,,,True,False,'none'
62730,ezecrJKXHg4MgKVMHeAJ1g,Santa Barbara Wine Spa,29 W Micheltorena St,Santa Barbara,CA,93101,34.4252133,-119.7089886,3.5,69,"Active Life, Pizza, Beauty & Spas, Restaurants, Day Spas, Golf, Health & Medical",u'free',,,False,,,,,,,,,True,,,,,True,,False,,,2,,True,,True,
62824,yM7eA2uuH3Ch7OYVj3PKSw,Wabi Sabi,"38 W Victoria St, Ste 119",Santa Barbara,CA,93101,34.42369048,-119.7072449468,4.5,82,"Restaurants, Sushi Bars",u'free',False,,,False,False,True,,True,False,True,,True,u'casual',,,False,True,,False,True,,2,True,True,,False,u'beer_and_wine'
62875,WtGHHomZhFffiL0UiKjGkw,Little Caesars Pizza,1048 Casitas Pass Rd,Carpinteria,CA,93013,34.395456,-119.511501,4.5,13,"Restaurants, Pizza",,,,,,,True,,,,True,,,,,,,True,,,,True,1,,,True,False,
62893,ICJE_-SCNJAHDtUpK1O0nw,Rasta Taco Catering,"3375 Foothill Rd, Ste 6333",Carpinteria,CA,93013,34.419934,-119.561382,4.0,9,"Caterers, Restaurants, Mexican, Event Planning & Services, Food, Tacos, Bartenders, Food Delivery Services",,,,,True,,False,,,True,True,,True,,,,,True,,False,,,2,,False,,,u'full_bar'
62901,SBs30RyeoiEU2LjeiH1YFQ,Crushcakes & Co,1150 Coast Village Rd,Montecito,CA,93108,34.4217175,-119.6462939,4.5,13,"Restaurants, Cafes, Food, Bakeries, Cupcakes, Coffee & Tea, Desserts",u'free',,,,True,False,True,,,,True,,True,,,u'quiet',,True,,,False,False,2,,,True,False,u'none'
62937,CF1Gj1KGL13QcDkUwOvS3g,iGrill Korean BBQ,3132 State St,Santa Barbara,CA,93105,34.440625,-119.7323971,3.5,38,"Barbeque, Restaurants, Korean, Food",u'free',,,,False,False,True,,,False,False,,True,u'casual',,u'average',,True,,,True,True,2,,,True,True,u'beer_and_wine'
62957,j1yb8y-jFwpG_hW9AH3PrQ,Santa Barbara Cider Company,"325 Rutherford St, Ste D",Goleta,CA,93117,34.4347456363,-119.8258236619,5.0,94,"Bars, Wine Bars, Beer Bar, Wineries, Food, Wine Tasting Room, Nightlife, Arts & Entertainment, Cideries",u'no',True,,False,,False,True,,,False,False,,True,,u'no',u'average',False,True,,,,,2,,True,True,False,u'beer_and_wine'
63082,yLqFm4epPkbkPpan9gmEjA,Folded Hills Montecito Tasting Room,1294 Coast Village Rd,Montecito,CA,93108,34.4217006,-119.6400683,4.0,17,"Wine Bars, Bars, Food, Nightlife, Wineries, Arts & Entertainment, Wine Tasting Room",u'free',True,,False,True,True,True,,,False,True,,True,,u'no',,True,True,,,,,,,True,,True,u'beer_and_wine'
63155,0it-2gWk_gyuZyEMQzBBuQ,Corktree Cellars Wine Bar & Bistro,910 Linden Ave,Carpinteria,CA,93013,34.3981761,-119.5188071,4.0,230,"Bars, Wine Bars, American (New), Nightlife, Restaurants",u'no',True,,False,True,True,True,,True,False,True,False,True,u'casual',u'no',u'average',True,True,,False,True,True,2,False,True,False,True,u'full_bar'
63192,wAPXYljzn9YDTvQqqL54pw,7-Eleven,1909 Cliff Dr,Santa Barbara,CA,93109,34.401295229,-119.7227677703,3.0,8,"Grocery, Convenience Stores, Coffee & Tea, Food",,,,,,,True,,,False,True,,True,,,,,True,,,,,1,,True,,,
63227,VUilII_2y40BYq0FatRf3A,7-Eleven,5810 Hollister,Goleta,CA,93117,34.4361751467,-119.8269447684,3.0,11,"Convenience Stores, Food, Grocery, Coffee & Tea",,,,,,,True,,,False,True,,False,,,,,True,,,,,1,,True,,,
63250,lbHEB5BIm-3GfpvdzSwFLw,Billies,"413 State St, Cross St Gutierrez",Santa Barbara,CA,93101,34.4208305,-119.6981901,4.0,8,"Bars, Local Flavor, Diners, Nightlife, Restaurants",,,,,False,,True,,,,True,,,u'casual',,,True,True,,,,True,1,,,,False,u'beer_and_wine'
63299,mMoQv1NYQiTNGEWrfeyaqg,World Oil,5960 Calle Real,Goleta,CA,93117,34.4419636,-119.8302198,3.0,9,"Automotive, Gas Stations, Convenience Stores, Food",,,,,,,False,,,False,,,False,,,,,True,,,,,2,,,,,
63335,-nwNPb3G-0L95igrhkvMtw,Panda Express,605 Paseo Nuevo,Santa Barbara,CA,93101,34.4187220772,-119.7001659,2.5,46,"Restaurants, Fast Food, Chinese",'no',,,,True,True,True,True,,True,True,,True,'casual',,u'average',,True,,,False,True,1,,,True,False,u'none'
63345,PsO9LleYQJlFc_r-DJxVzg,Taco Bell,821 N Milpas Street,Santa Barbara,CA,93103,34.429167,-119.689368,3.5,30,"Breakfast & Brunch, Fast Food, Tex-Mex, Restaurants, Mexican, Tacos",'no',,'no',,False,True,True,True,,False,True,,True,u'casual',,u'average',,True,,,,True,1,,,True,False,u'none'
63366,hlb7WwqcCijqqbp8zye1dw,Noemi Pizza Romana,3534 State St,Santa Barbara,CA,93105,34.4406893,-119.7396884,4.5,41,"Restaurants, Pizza",u'free',,,,True,,True,,,True,True,,True,,,,True,True,,,False,,,,True,,True,u'beer_and_wine'
63374,J52h9uXJgEKyIz0iq8S0Xw,Piano Gastrolounge,129 E Anapamu St,Santa Barbara,CA,93101,34.425305,-119.702695,3.5,23,"Bars, American (New), Lounges, Nightlife, Restaurants, Gastropubs",'no',,,,True,True,True,,,True,False,False,True,'casual',,u'quiet',True,True,False,,True,True,3,,,False,True,u'beer_and_wine'
63433,2-cH9tqCu3yHRJJoKTYjHw,European Deli,149 N Fairview Ave,Goleta,CA,93117,34.4427632,-119.8306218,4.5,10,"Delis, Restaurants",,,,,True,,True,,,,,,,u'casual',,,,True,,,,True,1,,,,False,u'beer_and_wine'
63446,QLHgjBHBoeIUoEvIPvjHnw,Mesa Burger - Santa Barbara,"315 Meigs Rd, Ste F",Santa Barbara,CA,93109,34.4007984,-119.7226708,4.0,442,"American (New), American (Traditional), Bars, Restaurants, Salad, Burgers, Ice Cream & Frozen Yogurt, Food, Nightlife, Beer, Wine & Spirits, Beer Bar, Chicken Shop",u'no',True,,False,True,True,True,False,True,False,True,False,True,u'casual',u'no',u'average',False,True,,,False,True,2,False,True,True,False,u'beer_and_wine'
63508,Qkg16mN-8QR66gjzg6gMyw,Convivo Restaurant and Bar,901 E Cabrillo Blvd,Santa Barbara,CA,93103,34.417321,-119.6722259521,4.0,445,"Bars, Mediterranean, Restaurants, Nightlife, Moroccan, Event Planning & Services, Venues & Event Spaces, Italian",u'free',True,,,True,True,True,,True,True,True,False,True,u'casual',u'no',u'average',True,True,False,False,True,True,2,True,True,True,True,u'full_bar'
63576,T_TX4Lx03Juo4pHF5cMYuA,Ca'Dario Pizzeria Veloce,"38 W Victoria St, Ste 104",Santa Barbara,CA,93101,34.4236075,-119.7070539,3.0,34,"Restaurants, Pizza",,,,,,True,True,,,,True,,,,,,,True,,,,True,,,,True,False,
63636,urEO2v7ydkJ-j9tUUmXpZQ,Starbucks,7127 Hollister Ave,Goleta,CA,93199,34.427787,-119.876258,1.5,7,"Coffee & Tea, Food",u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
63682,iT78kOB6Ja3BJQdYipPa5g,Los Arroyos Mexican Restaurant & Take Out,5764 Calle Real,Goleta,CA,93117,34.4417684,-119.8253908,3.5,85,"Restaurants, Mexican, Breakfast & Brunch",u'no',,,,True,True,True,False,,True,True,,,,,,True,True,,,True,,2,,,,True,u'full_bar'
63756,0f0l62WKla-j2cfnPn7P2Q,The Coffee Bean & Tea Leaf,5745 Calle Real,Goleta,CA,93117,34.44084,-119.8244875,3.5,70,"Coffee & Tea, Food",'free',,,,True,,True,,,False,True,,True,,,,,True,,,,,1,,,,,
63775,c1tH5Btm_f7SQ-6ju22wag,Pollofino's,6831 Hollister Ave,Goleta,CA,93117,34.429683,-119.8670171,4.0,127,"Restaurants, Mexican",u'no',,,,True,True,True,True,,True,True,,True,u'casual',,u'average',,True,,,,True,1,,,True,False,u'beer_and_wine'
63796,fVUurZgbWXzp2QzDzJzmpA,Pickles & Swiss,"811 State St, unit E",Santa Barbara,CA,93101,34.419601612,-119.7001503728,4.5,1213,"Delis, Gluten-Free, Fast Food, Salad, Sandwiches, Restaurants",u'no',,,False,True,False,True,,,True,True,,True,u'casual',,u'average',,True,,,True,True,2,,True,True,False,'beer_and_wine'
63859,vyOVT4bcW227LRwJGHTeSw,Buena Onda,724 E Haley St,Santa Barbara,CA,93103,34.4246414,-119.686693,5.0,414,"Event Planning & Services, Latin American, Caterers, Food, Restaurants, Empanadas, Argentine",u'free',True,,,True,True,True,,,True,True,,True,u'casual',,u'quiet',False,True,,False,False,True,1,False,True,True,False,u'beer_and_wine'
63873,HKHz6u48Qgftwk_VRkLqSA,Riviera Market & Liquor,416 E Micheltorena St,Santa Barbara,CA,93101,34.4307771,-119.7031754,5.0,12,"Beer, Wine & Spirits, Grocery, Food",,,,,,,,,,,,,True,,,,,True,,,,,2,,,,,
63896,r2IhvKZQ_wLR5mLBnPOilg,The Honor Bar,"1255 Coast Village Rd, Ste 101",Santa Barbara,CA,93108,34.4210441,-119.6419027,4.5,557,"Restaurants, Sandwiches, Nightlife, Bars, American (New), Cocktail Bars",'no',True,,,None,True,None,,,False,None,False,True,u'dressy',,'average',True,True,False,,True,False,2,,,False,False,'full_bar'
63911,sz5SMsTOTAshdfsaK98-TA,Jane At The Marketplace,6940 Marketplace Dr,Goleta,CA,93117,34.42975,-119.87028,4.0,291,"Pizza, Wine Bars, Restaurants, Venues & Event Spaces, Sandwiches, Cocktail Bars, American (New), Event Planning & Services, Burgers, Bars, Nightlife, Beer Bar",'free',True,,False,True,True,True,None,,False,True,False,True,'casual',u'no',u'average',True,True,False,False,True,True,2,,True,True,True,u'full_bar'
63927,U1Gc3wKN5viu_e68KJVOdQ,Wingman Rodeo - Milpas Street,730 N Milpas St,Santa Barbara,CA,93103,34.4291091,-119.6887154,4.0,147,"Salad, Restaurants, Vegetarian, Chicken Shop, Chicken Wings, Sandwiches, Nightlife",u'free',True,,,True,,True,,,,True,,,,,,True,,,,False,,2,,True,,,
63976,BBBT3Mogjo3hPPA0de--Dw,Le Café,"6533 Trigo Rd, Ste 106",Isla Vista,CA,93117,34.4108424,-119.8552361,2.5,10,"French, Coffee & Tea, Food, Restaurants, Breakfast & Brunch",u'free',False,,,True,False,True,,,True,True,,True,'casual',,u'quiet',,True,,False,False,True,1,,True,True,False,u'none'
64062,Qsoq2TGOe59LZy7z6KbQjA,Domino's Pizza,617 N Milpas St,Santa Barbara,CA,93103,34.4275624,-119.687371,1.5,56,"Restaurants, Pizza, Sandwiches, Chicken Wings",u'no',,,,False,True,True,,,False,True,,False,u'casual',,u'average',,True,,,,False,1,,,False,False,'none'
64167,hDr_bt6MEwlGvGCCKzyzhg,Goleta Coffee Co and Loca Vivant Kitchen,177 S Turnpike Rd,Santa Barbara,CA,93111,34.437516711,-119.7909391846,4.0,187,"Restaurants, Coffee & Tea, Breakfast & Brunch, Gluten-Free, Food, Sandwiches, Bagels",u'free',True,,,True,False,True,,False,False,True,,True,'casual',,u'average',False,True,,False,False,True,1,False,True,True,False,'none'
64171,HrnSaz2f1WUEoAQQ6iD6gw,Lemon Tree Inn,2819 State St,Santa Barbara,CA,93105,34.4382259301,-119.7250353901,2.5,270,"Restaurants, Nightlife, Hotels & Travel, Hotels, Italian, Event Planning & Services",u'free',,,,True,True,True,,,,False,,,u'casual',,u'quiet',,True,,,,True,2,,,True,True,u'full_bar'
